,city,latd,longd,elevation_m,elevation_ft,population_total,area_total_sq_mi,area_land_sq_mi,area_water_sq_mi,area_total_km2,area_land_km2,area_water_km2,area_water_percent
200,Kingsburg,36.513888888888900,-119.55388888888900,92.0,302.0,11382,2.8280000000000000,2.8280000000000000,0.0,7.325,7.325,0.0,0.0
201,La Caada Flintridge,34.207721,-118.206979,,,20246,8.645,8.628,0.017,22.391,22.347000000000000,0.044000000000000000,0.2
202,Lafayette,37.88583333333330,-122.11805555555600,97.5,320.0,24285,15.387,15.221000000000000,0.166,39.853,39.422,0.431,1.08
203,Laguna Beach,33.53138888888890,-117.76916666666700,6.0,20.0,22723,9.821,8.85,0.971,25.435,22.921,2.515,9.89
204,Laguna Hills,33.599722222222200,-117.69944444444400,113.0,371.0,30344,6.695,6.67,0.025,17.34,17.276,0.064,0.37
205,Laguna Niguel,33.53194444444440,-117.7025,121.0,397.0,62979,14.885,14.833,0.052000000000000000,38.551,38.418,0.134,0.35
206,Laguna Woods,33.60916666666670,-117.73277777777800,116.0,381.0,18747,3.115,3.115,0.0,8.07,8.069000000000000,0.0,0.01
207,La Habra,33.93194444444440,-117.94611111111100,91.0,299.0,60239,7.376,7.37,0.006,19.104,19.088,0.016,0.08
208,La Habra Heights,33.96388888888890,-117.95277777777800,225.0,738.0,5325,6.162000000000000,6.159,0.003,15.958,15.95,0.007000000000000000,0.05
209,Lake Elsinore,33.68138888888890,-117.34527777777800,395.0,1306.0,51821,41.687,36.208,5.479,107.97,93.779,14.19,13.14
210,Lake Forest,33.641666666666700,-117.69083333333300,148.0,400.0,77264,17.902,17.816,0.086,46.36600000000000,46.143,0.223,0.48
211,Lakeport,39.043055555555600,-122.91583333333300,413.0,1355.0,4753,3.198,3.0580000000000000,0.14,8.284000000000000,7.92,0.364,4.39
212,Lakewood,33.847500000000000,-118.12000000000000,14.0,46.0,80048,9.466000000000000,9.415,0.051,24.517,24.384,0.133,0.54
213,La Mesa,32.771388888888900,-117.02277777777800,161.0,528.0,57065,9.116,9.076,0.04,23.612,23.507000000000000,0.10400000000000000,0.44
214,La Mirada,33.90222222222220,-118.00972222222200,59.0,194.0,48527,7.857,7.84,0.017,20.351,20.306000000000000,0.045,0.22
215,Lancaster,34.68333333333330,-118.15,719.0,2359.0,156633,94.54700000000000,94.27600000000000,0.271,244.87600000000000,244.175,0.701,0.29
216,La Palma,33.849444444444400,-118.04388888888900,14.0,46.0,15568,1.8320000000000000,1.808,0.024,4.744,4.6820000000000000,0.063,1.32
217,La Puente,34.0325,-117.95527777777800,107.0,351.0,39816,3.48,3.4790000000000000,0.001,9.012,9.01,0.002,0.02
218,La Quinta,33.67527777777780,-116.2975,0.0,,37467,35.551,35.117,0.434,92.07800000000000,90.954,1.124,1.22
219,Larkspur,37.93416666666670,-122.53527777777800,,43.0,11926,3.2430000000000000,3.0270000000000000,0.21600000000000000,8.399,7.84,0.56,6.66
220,Lathrop,37.816944444444400,-121.28861111111100,7.0,20.0,18023,23.033,21.931000000000000,1.102,59.655,56.8,2.8540000000000000,4.79
221,La Verne,34.114444444444400,-117.7713888888890,323.0,1060.0,31063,8.562000000000000,8.43,0.132,22.175,21.834,0.341,1.54
222,Lawndale,33.88666666666670,-118.3536111111110,18.0,59.0,32769,1.974,1.974,0.0,5.113,5.113,0.0,0.0
223,Lemon Grove,32.74138888888890,-117.03166666666700,136.0,440.0,25320,3.88,3.88,0.0,10.05,10.05,0.0,0.0
224,Lemoore,36.30083333333330,-119.78277777777800,70.0,230.0,25281,8.517000000000000,8.517000000000000,0.0,22.058000000000000,22.058000000000000,0.0,0.0
225,Lincoln,38.88722222222220,-121.2961111111110,51.0,167.0,42819,20.13,20.106000000000000,0.024,52.137,52.075,0.062,0.12
226,Lindsay,36.2,-119.08333333333300,118.0,387.0,11768,2.61,2.61,0.0,6.7590000000000000,6.7590000000000000,0.0,0.0
227,Live Oak,39.27583333333330,-121.66000000000000,,79.0,8392,1.869,1.869,0.0,4.8390000000000000,4.8390000000000000,0.0,0.0
228,Livermore,37.68194444444440,-121.76805555555600,,495.0,83547,25.176,25.173000000000000,0.003,65.204,65.19800000000000,0.007000000000000000,0.01
229,Livingston,37.386944444444400,-120.72361111111100,40.0,131.0,13058,3.715,3.715,0.0,9.622,9.622,0.0,0.0
230,Lodi,38.12888888888890,-121.28083333333300,15.0,50.0,62134,13.825,13.611000000000000,0.214,35.805,35.252000000000000,0.5530000000000000,1.54
231,Loma Linda,34.04833333333330,-117.25055555555600,355.0,1165.0,23261,7.517,7.516,0.001,19.47,19.467,0.002,0.01
232,Lomita,33.79333333333330,-118.31611111111100,29.0,95.0,20256,1.911,1.911,0.0,4.949,4.949,0.0,0.0
233,Lompoc,34.64611111111110,-120.46027777777800,32.0,105.0,42434,11.675,11.597000000000000,0.078,30.237,30.037,0.201,0.66
234,Long Beach,33.76833333333330,-118.19555555555600,,0.0,462257,51.437,50.293,1.1440000000000000,133.22300000000000,130.259,2.964,2.22
235,Loomis,38.81638888888890,-121.19277777777800,123.0,404.0,6430,7.267,7.267,0.0,18.822,18.822,0.0,0.0
236,Los Alamitos,33.80222222222220,-118.06444444444400,7.0,23.0,11449,4.1160000000000000,4.05,0.066,10.659,10.489,0.17,1.6
237,Los Altos,37.36805555555560,-122.0975,,157.0,28976,6.487,6.487,0.0,,,,
238,Los Altos Hills,37.37138888888890,-122.1375,89.0,292.0,7922,8.802,8.802,0.0,22.797000000000000,22.797000000000000,0.0,0.0
239,Los Angeles,34.05,-118.25,71.0,2.0,3884307,503.0,469.0,34.0,1302.0,1214.0,88.0,6.7
240,Los Banos,37.05833333333330,-120.85,36.0,118.0,35972,10.117,9.993,0.124,26.203000000000000,25.882000000000000,0.321,1.22
241,Los Gatos,37.236111111111100,-121.96166666666700,105.0,344.0,29413,11.16,11.08,0.08,28.903000000000000,28.697,0.20600000000000000,0.71
242,Loyalton,39.67666666666670,-120.24305555555600,1509.0,4951.0,769,0.355,0.355,0.0,0.9210000000000000,0.9210000000000000,0.0,0.0
243,Lynwood,33.92472222222220,-118.20194444444400,28.0,92.0,69772,4.84,4.84,0.0,12.536,12.536,0.0,0.0
244,Madera,36.96138888888890,-120.06083333333300,83.0,271.0,61416,15.789000000000000,15.789000000000000,0.0,40.894,40.894,0.0,0.0
245,Malibu,34.03,-118.75,32.0,105.0,12645,19.828,19.785,0.043,51.354,51.242,0.113,0.22
246,Mammoth Lakes,37.64861111111110,-118.97194444444400,2402.0,7880.0,8234,25.306000000000000,24.866,0.44,65.541,64.402,1.139,1.74
247,Manhattan Beach,33.888888888888900,-118.40527777777800,20.0,67.0,35135,3.9410000000000000,3.937,0.004,10.208,10.197000000000000,0.01,0.1
248,Manteca,37.80277777777780,-121.22083333333300,11.0,38.0,71067,17.757,17.733,0.024,45.99100000000000,45.929000000000000,0.062,0.13
249,Maricopa,35.05888888888890,-119.40083333333300,269.0,883.0,1154,1.5020000000000000,1.5020000000000000,0.0,3.89,3.89,0.0,0.0
250,Marina,36.68444444444440,-121.80222222222200,13.0,43.0,29718,9.763,8.883,0.88,25.287,23.007000000000000,2.28,9.02
251,Martinez,38.019444444444400,-122.13416666666700,7.0,23.0,35824,13.135,12.131000000000000,1.004,34.019,31.42,2.6,7.64
252,Marysville,39.15,-121.58333333333300,19.0,62.0,12072,3.585,3.464,0.121,9.284000000000000,8.971,0.312,3.36
253,Maywood,33.98777777777780,-118.18666666666700,46.0,151.0,27395,1.178,1.178,0.0,3.052,3.052,0.0,0.0
254,McFarland,35.67805555555560,-119.22916666666700,108.0,354.0,13745,2.668,2.668,0.0,6.91,6.91,0.0,0.0
255,Mendota,36.75361111111110,-120.38166666666700,53.0,174.0,11014,3.281,3.278,0.003,8.499,8.491,0.008,0.1
256,Menifee,33.67833333333330,-117.16694444444400,434.0,1424.0,77519,46.607,46.466,0.141,120.711,120.345,0.365,0.3
257,Menlo Park,37.45277777777780,-122.18333333333300,22.0,72.0,32026,17.415,9.79,7.625,45.105,25.355,19.75,43.79
258,Merced,37.3,-120.48333333333300,52.0,171.0,80793,23.316,23.316,0.0,60.389000000000000,60.389000000000000,0.0,0.0
259,Millbrae,37.600833333333300,-122.40138888888900,,33.0,21536,3.259,3.247,0.012,8.439,8.409000000000000,0.03,0.36
260,Mill Valley,37.90611111111110,-122.545,,79.0,13903,4.8470000000000000,4.763,0.084,12.555,12.336000000000000,0.21900000000000000,1.74
261,Milpitas,37.43472222222220,-121.89500000000000,5.0,16.0,70092,13.641000000000000,13.591,0.05,35.328,35.2,0.128,0.36
262,Mission Viejo,33.61277777777780,-117.65611111111100,121.0,448.0,96346,18.123,17.739,0.384,46.93900000000000,45.944000000000000,0.995,2.12
263,Modesto,37.66138888888890,-120.99444444444400,27.0,89.0,201165,37.092,36.867,0.225,96.069,95.486,0.583,0.61
264,Monrovia,34.14416666666670,-118.00194444444400,174.0,571.0,36590,13.714,13.605,0.109,35.519,35.237000000000000,0.282,0.79
265,Montague,41.727222222222200,-122.52638888888900,774.0,2539.0,1443,1.7930000000000000,1.778,0.015,4.644,4.605,0.039,0.85
266,Montclair,34.07083333333330,-117.6975,326.0,1066.0,36664,5.517,5.517,0.0,14.289000000000000,14.289000000000000,0.0,0.0
267,Montebello,34.01444444444440,-118.11444444444400,61.0,200.0,62500,8.373,8.333,0.04,21.685,21.581,0.10400000000000000,0.48
268,Monterey,36.6,-121.9,8.0,26.0,27810,11.764000000000000,8.466000000000000,3.298,30.469,21.927,8.542,28.03
269,Monterey Park,34.049166666666700,-118.13555555555600,117.0,384.0,60269,7.733,7.672000000000000,0.061,20.029,19.87,0.158,0.79
270,Monte Sereno,37.238055555555600,-121.98944444444400,,515.0,3341,1.615,1.615,0.0,4.184,4.184,0.0,0.0
271,Moorpark,34.280833333333300,-118.87333333333300,157.0,515.0,34421,12.799000000000000,12.579,0.22,33.149,32.58,0.569,1.72
272,Moraga,37.835,-122.12972222222200,,,16016,9.442,9.433,0.009000000000000000,24.455,24.432,0.023,0.09
273,Moreno Valley,33.94305555555560,-117.22833333333300,497.0,1631.0,193365,51.475,51.275,0.2,133.319,132.8,0.519,0.39
274,Morgan Hill,37.13055555555560,-121.65444444444400,107.0,350.0,37882,12.882,12.882,0.0,33.363,33.363,0.0,0.0
275,Morro Bay,35.37916666666670,-120.85333333333300,19.0,62.0,10234,10.322000000000000,5.303,5.019,26.734,13.734000000000000,13.0,48.63
276,Mountain View,37.38944444444440,-122.08194444444400,32.0,105.0,74066,12.273,11.995,0.278,31.788,31.068,0.72,2.26
277,Mount Shasta,41.31444444444440,-122.31138888888900,1099.0,3606.0,3394,3.77,3.766,0.004,9.764,9.754,0.01,0.1
278,Murrieta,33.56944444444450,-117.2025,334.0,1096.0,103466,33.613,33.577,0.036000000000000000,87.05800000000000,86.964,0.094,0.11
279,Napa,38.30472222222220,-122.29888888888900,,20.0,76915,18.147000000000000,17.839000000000000,0.308,47.0,46.203,0.797,1.69
280,National City,32.67805555555560,-117.09916666666700,21.0,69.0,58582,9.116,7.277,1.839,23.609,18.847,4.762,20.17
281,Needles,34.83833333333330,-114.6111111111110,151.0,495.0,4844,31.275,30.808000000000000,0.467,81.002,79.793,1.209,1.49
282,Nevada City,39.26138888888890,-121.01861111111100,755.0,2477.0,3068,2.1920000000000000,2.188,0.004,5.6770000000000000,5.667000000000000,0.01,0.17
283,Newark,37.53333333333330,-122.03333333333300,,20.0,43539,13.898,13.875,0.023,35.996,35.936,0.061,0.17
284,Newman,37.315,-121.0225,27.0,89.0,10224,2.102,2.102,0.0,5.444,5.444,0.0,0.0
285,Newport Beach,33.61666666666670,-117.89750000000000,3.0,,85186,52.978,23.805,29.173000000000000,137.211,61.654000000000000,75.557,55.07
286,Norco,33.93111111111110,-117.54861111111100,195.0,640.0,27063,14.278000000000000,13.962,0.316,36.98,36.161,0.8190000000000000,2.22
287,Norwalk,33.90694444444440,-118.08333333333300,28.0,92.0,105549,9.746,9.707,0.039,25.243000000000000,25.141,0.102,0.4
288,Novato,38.1075,-122.56972222222200,9.0,30.0,51904,27.957000000000000,27.44,0.517,72.407,71.068,1.339,1.85
289,Oakdale,37.76916666666670,-120.85694444444400,48.0,157.0,20675,6.095,6.045,0.05,15.784,15.655,0.129,0.81
290,Oakland,37.80444444444440,-122.27083333333300,,43.0,406253,78.002,55.786,22.216000000000000,202.024,144.485,57.54,28.48
291,Oakley,37.9975,-121.7125,6.0,20.0,35432,16.155,15.853,0.302,41.842,41.059,0.7830000000000000,1.87
292,Oceanside,33.211666666666700,-117.32583333333300,20.0,66.0,183095,42.174,41.235,0.9390000000000000,109.23100000000000,106.79800000000000,2.4330000000000000,2.23
293,Ojai,34.44916666666670,-119.24666666666700,227.0,745.0,7461,4.401,4.386,0.015,11.398,11.359000000000000,0.04,0.35
294,Ontario,34.05277777777780,-117.62777777777800,282.0,925.0,163924,50.006,49.941,0.065,129.515,129.345,0.17,0.13
295,Orange,33.80305555555560,-117.8325,59.0,195.0,136416,25.24,24.797000000000000,0.44300000000000000,65.37100000000000,64.22400000000000,1.147,1.75
296,Orange Cove,36.62444444444440,-119.31361111111100,129.0,423.0,9078,1.912,1.912,0.0,4.9510000000000000,4.9510000000000000,0.0,0.0
297,Orinda,37.882777777777800,-122.17972222222200,151.0,495.0,18342,12.698,12.683,0.015,32.887,32.848,0.039,0.12
298,Orland,39.7475,-122.19638888888900,79.0,259.0,7291,2.971,2.971,0.0,7.696000000000000,7.696000000000000,0.0,0.0
299,Oroville,39.516666666666700,-121.55,51.0,167.0,15506,13.011,12.993,0.018000000000000000,33.701,33.653,0.048,0.14
300,Oxnard,34.19138888888890,-119.1825,16.0,52.0,203585,39.208,26.894000000000000,12.314,101.54800000000000,69.656,31.893,31.41
301,Pacifica,37.62277777777780,-122.48555555555600,25.0,82.0,37234,12.66,12.658,0.002,32.789,32.784,0.005,0.01
302,Pacific Grove,36.617777777777800,-121.91666666666700,46.0,151.0,15295,4.003,2.865,1.138,10.366,7.419,2.946,28.42
303,Palmdale,34.58111111111110,-118.10055555555600,810.0,2657.0,152750,106.21600000000000,105.961,0.255,275.099,274.439,0.66,0.24
304,Palm Desert,33.72555555555560,-116.36944444444400,67.0,220.0,48445,27.014,26.81,0.204,69.96600000000000,69.437,0.529,0.76
305,Palm Springs,33.823888888888900,-116.53027777777800,146.0,440.0,44552,94.975,94.116,0.8590000000000000,245.984,243.761,2.224,0.9
306,Palo Alto,37.42916666666670,-122.13805555555600,9.0,30.0,64403,25.787,23.884,1.903,66.78700000000000,61.858000000000000,4.929000000000000,7.38
307,Palos Verdes Estates,33.786944444444400,-118.39666666666700,64.0,210.0,13438,4.774,4.774,0.0,12.365,12.364,0.001,0.01
308,Paradise,39.75972222222220,-121.62138888888900,542.0,1778.0,26249,18.322,18.308,0.014000000000000000,47.455,47.418,0.037000000000000000,0.08
309,Paramount,33.9,-118.16666666666700,21.0,69.0,54098,4.84,4.729,0.111,12.536,12.249,0.28600000000000000,2.28
310,Parlier,36.611666666666700,-119.52694444444400,105.0,344.0,14494,2.194,2.194,0.0,5.682,5.682,0.0,0.0
311,Pasadena,34.15611111111110,-118.13194444444400,263.0,863.0,137122,23.128,22.97,0.158,59.902,59.493,0.409,0.68
312,Paso Robles,35.64083333333330,-120.6538888888890,242.0,,29792,19.425,19.12,0.305,50.312,49.522,0.79,1.57
313,Patterson,37.473055555555600,-121.13277777777800,31.0,102.0,20413,5.954,5.954,0.0,15.421,15.421,0.0,0.0
314,Perris,33.79666666666670,-117.22444444444400,443.0,1453.0,71326,31.503,31.393,0.11,81.594,81.308,0.28600000000000000,0.35
315,Petaluma,38.24583333333330,-122.63138888888900,9.0,30.0,58921,14.489,14.382,0.107,37.527,37.249,0.278,0.74
316,Pico Rivera,33.98888888888890,-118.08916666666700,50.0,164.0,62942,8.882,8.296,0.586,23.003,21.485,1.518,6.6
317,Piedmont,37.81666666666670,-122.23333333333300,,331.0,10667,1.6780000000000000,1.6780000000000000,0.0,4.345,4.345,0.0,0.0
318,Pinole,38.004444444444400,-122.2911111111110,31.0,23.0,18390,13.575,5.3230000000000000,8.252,35.16,13.787,21.372,60.79
319,Pismo Beach,35.14833333333330,-120.64805555555600,17.0,56.0,7655,13.476000000000000,3.5990000000000000,9.877,34.904,9.322000000000000,25.582000000000000,73.29
320,Pittsburg,38.028055555555600,-121.88472222222200,8.0,26.0,63264,19.154,17.218,1.936,49.61,44.595,5.015,10.11
321,Placentia,33.8825,-117.85500000000000,83.0,272.0,50533,6.582000000000000,6.568,0.014000000000000000,17.048,17.011,0.037000000000000000,0.22
322,Placerville,38.72972222222220,-120.79861111111100,,1867.0,10389,5.813,5.812,0.001,15.054,15.052,0.002,0.01
323,Pleasant Hill,37.948055555555600,-122.0525,16.0,52.0,33152,7.072,7.072,0.0,18.315,18.315,0.0,0.0
324,Pleasanton,37.6625,-121.87472222222200,,351.0,70285,24.266,24.113000000000000,0.153,62.847,62.452,0.395,0.63
325,Plymouth,38.481944444444400,-120.84472222222200,330.0,1083.0,1005,0.9440000000000000,0.9310000000000000,0.013000000000000000,2.444,2.411,0.033,1.34
326,Point Arena,38.90888888888890,-123.69305555555600,36.0,118.0,449,1.35,1.35,0.0,3.4960000000000000,3.4960000000000000,0.0,0.0
327,Pomona,34.06083333333330,-117.75583333333300,259.0,850.0,1,22.964000000000000,22.952000000000000,0.012,59.474,59.444000000000000,0.03,0.05
328,Porterville,36.06861111111110,-119.0275,139.0,459.0,55697,17.679000000000000,17.607,0.07200000000000000,45.79,45.603,0.188,0.41
329,Port Hueneme,34.16027777777780,-119.19444444444400,4.0,12.0,21723,4.671,4.4510000000000000,0.22,12.096000000000000,11.528000000000000,0.569,4.7
330,Portola,39.81027777777780,-120.46972222222200,1480.0,4856.0,2104,5.407,5.407,0.0,14.003,14.003,0.0,0.0
331,Portola Valley,37.375,-122.21861111111100,140.0,459.0,4353,9.093,9.092,0.001,23.551,23.547000000000000,0.004,0.02
332,Poway,32.97,-117.03861111111100,157.0,515.0,47811,39.165,39.079,0.086,101.43800000000000,101.214,0.223,0.22
333,Rancho Cordova,38.58916666666670,-121.30277777777800,27.0,89.0,64776,33.874,33.507,0.36700000000000000,87.73300000000000,86.78200000000000,0.951,1.08
334,Rancho Cucamonga,34.123333333333300,-117.57944444444400,368.0,1207.0,170746,39.871,39.851,0.02,103.26300000000000,103.212,0.051,0.05
335,Rancho Mirage,33.76916666666670,-116.42111111111100,83.0,272.0,17218,,24.447,0.389,64.32600000000000,63.318000000000000,1.008,1.57
336,Rancho Palos Verdes,33.75833333333330,-118.36416666666700,67.0,220.0,41643,13.465,13.465,0.0,34.875,34.874,0.001,0.0
337,Rancho Santa Margarita,33.64138888888890,-117.59444444444400,290.0,775.0,47853,12.992,12.957,0.035,33.651000000000000,33.56,0.091,0.27
338,Red Bluff,40.17666666666670,-122.23805555555600,93.0,305.0,24674,7.6770000000000000,7.563,0.114,19.882,19.587,0.295,1.48
339,Redding,40.583333333333300,-122.36666666666700,151.0,495.0,92328,61.175,59.647,1.528,158.442,154.485,3.957,2.5
340,Redlands,34.05472222222220,-117.1825,414.0,1358.0,68747,36.427,36.126,0.301,94.344,93.565,0.779,0.83
341,Redondo Beach,33.85638888888890,-118.37694444444400,,62.0,66748,6.208000000000000,6.1980000000000000,0.01,16.08,16.054000000000000,0.026000000000000000,0.16
342,Redwood City,37.48277777777780,-122.23611111111100,6.0,20.0,76815,34.625,19.42,15.205,89.677,50.297,39.38,43.91
343,Reedley,36.59638888888890,-119.45027777777800,106.0,348.0,24194,5.156000000000000,5.084,0.07200000000000000,13.352,13.166000000000000,0.185,1.39
344,Rialto,34.11138888888890,-117.3825,383.0,1257.0,101740,22.365,22.351,0.014000000000000000,57.926,57.889000000000000,0.037000000000000000,0.06
345,Richmond,37.93583333333330,-122.34777777777800,14.0,46.0,103701,52.48,30.068,22.412,135.923,77.875,58.048,42.71
346,Ridgecrest,35.6225,-117.67083333333300,698.0,2290.0,27616,21.417000000000000,20.766,0.6510000000000000,55.469000000000000,53.783,1.685,3.04
347,Rio Dell,40.49916666666670,-124.10638888888900,49.0,161.0,3363,2.418,2.282,0.136,6.261,5.91,0.35100000000000000,5.61
348,Rio Vista,38.163888888888900,-121.69583333333300,6.0,20.0,7360,7.094000000000000,6.691,0.40300000000000000,18.375,17.33,1.044,5.68
349,Ripon,37.74055555555560,-121.12833333333300,21.0,69.0,14297,5.495,5.305,0.19,14.232000000000000,13.739,0.493,3.47
350,Riverbank,37.731388888888900,-120.94361111111100,43.0,141.0,22678,4.1160000000000000,4.092,0.024,10.661,10.599,0.062,0.59
351,Riverside,33.948055555555600,-117.39611111111100,262.0,860.0,313673,81.444,81.14,0.304,210.94100000000000,210.15200000000000,0.7880000000000000,0.37
352,Rocklin,38.8,-121.24666666666700,79.0,249.0,56974,19.594,19.541,0.053,50.749000000000000,50.61,0.139,0.27
353,Rohnert Park,38.34722222222220,-122.69527777777800,32.0,105.0,40971,7.008000000000000,7.003000000000000,0.005,18.149,18.136,0.013000000000000000,0.07
354,Rolling Hills,33.75944444444450,-118.34166666666700,389.0,1276.0,1860,2.991,2.991,0.0,7.746,7.746,0.0,0.0
355,Rolling Hills Estates,33.77361111111110,-118.36083333333300,143.0,469.0,8067,3.613,3.569,0.044000000000000000,9.359,9.244,0.115,1.22
356,Rosemead,34.06666666666670,-118.08333333333300,97.0,318.0,53764,5.176,5.162000000000000,0.014000000000000000,13.406000000000000,13.37,0.035,0.26
357,Roseville,38.7525,-121.28944444444400,50.0,164.0,127323,36.223,36.222,0.001,93.81700000000000,93.814,0.003,0.0
358,Ross,37.962500000000000,-122.55500000000000,11.0,36.0,2415,1.556,1.556,0.0,4.031000000000000,4.031000000000000,0.0,0.0
359,Sacramento,38.55555555555560,-121.46888888888900,9.0,30.0,466488,100.105,97.915,2.19,259.27300000000000,253.6,5.673000000000000,2.19
360,Salinas,36.67777777777780,-121.65555555555600,16.0,52.0,163665,23.217,23.179000000000000,0.038,60.131,60.033,0.099,0.16
361,San Anselmo,37.974722222222200,-122.56166666666700,14.0,46.0,12336,2.677,2.677,0.0,6.934,6.934,0.0,0.0
362,San Bernardino,34.1,-117.3,321.0,1974.0,209924,59.645,59.201,0.444,154.48,153.33,1.15,0.74
363,San Bruno,37.625277777777800,-122.42527777777800,5.0,16.0,41114,5.478,5.478,0.0,14.188000000000000,14.188000000000000,0.0,0.0
364,San Carlos,37.49916666666670,-122.26333333333300,,33.0,28406,5.541,5.538000000000000,0.003,14.35,14.343,0.007000000000000000,0.05
365,San Clemente,33.437777777777800,-117.62027777777800,71.0,250.0,63522,19.468,18.711,0.757,50.422,48.461000000000000,1.9610000000000000,3.89
366,Sand City,36.617222222222200,-121.84833333333300,22.0,72.0,334,2.924,0.562,2.362,7.575,1.4570000000000000,6.119,80.77
367,San Diego,32.715,-117.16250000000000,6.0,3.0,1345895,372.4,325.19,47.21,964.51,842.23,122.27,12.68
368,San Dimas,34.10277777777780,-117.81611111111100,,750.0,33371,15.427,15.037,0.39,39.957,38.947000000000000,1.01,2.53
369,San Fernando,34.28722222222220,-118.4388888888890,326.0,1070.0,23645,2.374,2.374,0.0,6.149,6.149,0.0,0.0
370,San Francisco,37.78333333333330,-122.41666666666700,,52.0,837442,231.89,46.87,185.02,,,,80.0
371,San Gabriel,34.094166666666700,-118.09833333333300,128.0,420.0,39718,4.146,4.145,0.001,10.736000000000000,10.734000000000000,0.002,0.02
372,Sanger,36.70805555555560,-119.55583333333300,,371.0,24270,5.524,5.524,0.0,14.307,14.307,0.0,0.0
373,San Jacinto,33.78722222222220,-116.96666666666700,477.0,1565.0,44199,26.131,25.716000000000000,0.415,67.679,66.605,1.074,1.59
374,San Joaquin,36.60666666666670,-120.18916666666700,53.0,174.0,4001,1.148,1.148,0.0,2.9730000000000000,2.9730000000000000,0.0,0.0
375,San Jose,37.333333333333300,-121.9,26.0,,1000536,179.97,176.52600000000000,3.4390000000000000,466.10900000000000,457.20100000000000,8.908,1.91
376,San Juan Bautista,36.844166666666700,-121.53722222222200,66.0,217.0,1862,0.711,0.711,0.0,1.8430000000000000,1.8420000000000000,0.001,0.06
377,San Juan Capistrano,33.49944444444440,-117.66166666666700,37.0,96.0,34593,14.295,14.115,0.18,37.024,36.559,0.466,1.26
378,San Leandro,37.725,-122.15611111111100,15.0,56.0,86869,15.663,13.343,2.32,40.565,34.557000000000000,6.008000000000000,14.81
379,San Luis Obispo,35.274166666666700,-120.66305555555600,71.0,233.0,45119,12.93,12.777000000000000,0.153,33.489000000000000,33.093,0.396,1.18
380,San Marcos,33.14194444444440,-117.17027777777800,,,83781,24.39,24.37,0.02,63.169,63.117,0.053,0.08
381,San Marino,34.12277777777780,-118.11305555555600,172.0,564.0,13147,3.7740000000000000,3.767,0.007000000000000000,9.775,9.757,0.018000000000000000,0.18
382,San Mateo,37.55416666666670,-122.31305555555600,13.0,43.0,97207,15.884,12.13,3.7540000000000000,41.137,31.416,9.722000000000000,23.63
383,San Pablo,37.96222222222220,-122.34555555555600,16.0,52.0,29139,2.634,2.634,0.0,6.822,6.822,0.0,0.0
384,San Rafael,37.97361111111110,-122.53111111111100,13.0,43.0,57713,22.422000000000000,16.47,5.952000000000000,58.074,42.657,15.417,26.55
385,San Ramon,37.78,-121.97805555555600,146.0,480.0,73927,18.077,18.061,0.016,46.819000000000000,46.778,0.042,0.09
386,Santa Ana,33.740833333333300,-117.88138888888900,35.0,115.0,324528,27.518,27.27,0.248,71.271,70.628,0.643,0.9
387,Santa Barbara,34.42583333333330,-119.71416666666700,15.0,49.0,90893,41.968,19.468,22.5,108.697,50.422,58.275,53.61
388,Santa Clara,37.35444444444450,-121.96916666666700,23.0,75.0,116468,18.407,18.407,0.0,47.675,47.675,0.0,0.0
389,Santa Clarita,34.416666666666700,-118.50638888888900,368.0,1207.0,209130,62.16,62.1,0.06,160.993,160.825,0.168,0.099
390,Santa Cruz,36.971944444444400,-122.02638888888900,11.0,36.0,62864,15.828,12.74,3.088,40.996,32.997,7.999,19.51
391,Santa Fe Springs,33.9375,-118.06722222222200,41.0,135.0,16223,8.914,8.874,0.04,23.088,22.985,0.10300000000000000,0.45
392,Santa Maria,34.95138888888890,-120.43333333333300,67.0,220.0,101459,23.395,22.756,0.639,60.592,58.937,1.655,2.73
393,Santa Monica,34.02194444444440,-118.48138888888900,,105.0,89736,8.416,8.415,0.001,,,,
394,Santa Paula,34.35583333333330,-119.06833333333300,85.0,279.0,29321,4.707,4.593,0.114,12.189,11.895,0.294,2.41
395,Santa Rosa,38.448611111111100,-122.70472222222200,50.0,164.0,170685,41.499000000000000,41.294,0.205,107.48100000000000,106.95,0.531,0.49
396,Santee,32.86972222222220,-116.97111111111100,105.0,345.0,53413,16.528,16.235,0.293,42.808,42.049,0.759,1.77
397,Saratoga,37.2725,-122.01944444444400,,410.0,29926,12.382,12.382,0.0,32.07,32.07,0.0,0.0
398,Sausalito,37.85916666666670,-122.48527777777800,4.0,13.0,7061,2.2570000000000000,1.771,0.486,5.846,4.586,1.2590000000000000,21.54
399,Scotts Valley,37.05138888888890,-122.01333333333300,171.0,561.0,11580,4.595,4.595,0.0,11.9,11.9,0.0,0.0
400,Seal Beach,33.759166666666700,-118.0825,4.0,13.0,24168,13.04,11.286,1.754,33.775,29.231000000000000,4.544,13.45
401,Seaside,36.611111111111100,-121.84472222222200,10.0,33.0,33025,9.376,9.237,0.139,24.282000000000000,23.923000000000000,0.359,1.48
402,Sebastopol,38.399166666666700,-122.82694444444400,25.0,82.0,7379,1.8530000000000000,1.8530000000000000,0.0,4.7990000000000000,4.7990000000000000,0.0,0.0
403,Selma,36.57083333333330,-119.61194444444400,94.0,308.0,23219,5.136,5.136,0.0,13.303000000000000,13.303000000000000,0.0,0.0
